"Te";"over";"cOver";"m";"M"
2;0.05;0.01694915254237288;3;41
7;0.15217391304347827;0.059322033898305086;9;46
8;0.1038961038961039;0.053691275167785234;9;78
16;0.25;0.13114754098360656;23;59
5;0.2631578947368421;0.054945054945054944;9;17
22;0.16296296296296298;0.12571428571428572;41;118
53;0.49074074074074076;0.41732283464566927;62;101
11;0.16666666666666666;0.08461538461538462;17;62
13;0.20967741935483872;0.10317460317460317;17;60
40;0.38095238095238093;0.3007518796992481;53;94
33;0.6346153846153846;0.3626373626373626;42;45
25;0.4716981132075472;0.2336448598130841;27;53
4;0.06349206349206349;0.029850746268656716;10;59
48;0.48;0.384;56;94
36;0.4931506849315068;0.34285714285714286;49;62
23;0.16428571428571428;0.11794871794871795;26;139
10;0.2857142857142857;0.09615384615384616;12;35
26;0.5;0.2653061224489796;35;45
56;0.6153846153846154;0.509090909090909;62;87
6;0.13636363636363635;0.05217391304347826;10;42
29;0.38666666666666666;0.26605504587155965;47;59
24;0.2608695652173913;0.20689655172413793;57;61
5;0.09433962264150944;0.03937007874015748;7;53
2;0.2222222222222222;0.022988505747126436;3;10
7;0.07368421052631578;0.04216867469879518;10;94
48;0.35294117647058826;0.36363636363636365;85;101
2;0.6666666666666666;0.024691358024691357;3;4
3;0.03896103896103896;0.01948051948051948;4;78
5;0.05952380952380952;0.031446540880503145;6;85
3;0.13043478260869565;0.03;4;24
6;0.043478260869565216;0.02830188679245283;7;139
31;0.3522727272727273;0.22962962962962963;34;87
31;0.3522727272727273;0.28440366972477066;60;61
41;0.2867132867132867;0.23163841807909605;47;139
36;0.5806451612903226;0.36363636363636365;44;56
18;0.25;0.15384615384615385;36;56
28;0.4827586206896552;0.28865979381443296;42;46
37;0.2605633802816901;0.20441988950276244;42;139
25;0.21367521367521367;0.14534883720930233;26;118
1;0.3333333333333333;0.012195121951219513;2;4
17;0.3953488372093023;0.16346153846153846;20;42
26;0.5098039215686274;0.2524271844660194;29;50
28;0.28;0.18421052631578946;29;101
42;0.3559322033898305;0.2709677419354839;44;118
4;0.36363636363636365;0.046511627906976744;6;11
5;0.10869565217391304;0.04854368932038835;24;29
29;0.4461538461538462;0.29;46;50
12;0.1875;0.09302325581395349;16;62
19;0.3333333333333333;0.16379310344827586;22;56
18;0.20454545454545456;0.1232876712328767;23;85
5;0.5555555555555556;0.06097560975609756;8;8
4;0.05;0.026143790849673203;8;78
20;0.3389830508474576;0.1694915254237288;22;59
24;0.35294117647058826;0.22857142857142856;44;50
1;0.01639344262295082;0.007142857142857143;2;62
6;0.2857142857142857;0.06521739130434782;10;19
29;0.4027777777777778;0.24166666666666667;33;70
3;0.15789473684210525;0.031914893617021274;6;18
10;0.15873015873015872;0.078125;16;59
13;0.2826086956521739;0.11818181818181818;17;44
5;0.08064516129032258;0.03676470588235294;7;62
31;0.2627118644067797;0.18674698795180722;33;118
2;0.5;0.024691358024691357;4;4
18;0.6206896551724138;0.2;20;29
30;0.4411764705882353;0.30303030303030304;50;50
9;0.391304347826087;0.09574468085106383;10;24
56;0.36363636363636365;0.3971631205673759;94;118
11;0.22;0.09482758620689655;15;48
14;0.28;0.12389380530973451;18;48
5;0.0847457627118644;0.03759398496240601;7;59
21;0.21;0.14482758620689656;36;87
48;0.5517241379310345;0.4752475247524752;67;70
15;0.22727272727272727;0.12195121951219512;24;59
40;0.36036036036036034;0.3007518796992481;59;94
29;0.4915254237288136;0.27358490566037735;34;56
6;0.07142857142857142;0.0379746835443038;7;85
15;0.3488372093023256;0.14150943396226415;18;42
7;0.14;0.058333333333333334;11;48
5;0.056818181818181816;0.031446540880503145;10;85
13;0.14772727272727273;0.08609271523178808;18;85
43;0.45263157894736844;0.37719298245614036;62;78
21;0.21;0.1320754716981132;22;101
42;0.358974358974359;0.30434782608695654;60;101
3;0.07317073170731707;0.027522935779816515;13;33
5;0.2631578947368421;0.05555555555555555;10;16
5;0.21739130434782608;0.05102040816326531;6;24
25;0.3968253968253968;0.21739130434782608;29;61
1;0.007246376811594203;0.004608294930875576;2;139
6;0.21428571428571427;0.058823529411764705;7;29
8;0.09523809523809523;0.05128205128205128;9;85
3;0.2;0.034482758620689655;9;11
15;0.23076923076923078;0.12195121951219512;23;59
4;0.0975609756097561;0.03418803418803419;5;42
21;0.25925925925925924;0.15441176470588236;26;78
6;0.09090909090909091;0.04285714285714286;7;67
7;0.08045977011494253;0.0440251572327044;9;87
3;0.03488372093023256;0.018633540372670808;6;85
45;0.39473684210526316;0.3515625;67;94
6;0.08695652173913043;0.0425531914893617;9;68
44;0.4835164835164835;0.36065573770491804;50;87
46;0.6666666666666666;0.46;50;67
15;0.6818181818181818;0.1744186046511628;17;22
17;0.1827956989247312;0.10897435897435898;18;94
11;0.3235294117647059;0.1134020618556701;18;29
14;0.23728813559322035;0.11290322580645161;16;59
33;0.4024390243902439;0.3113207547169811;57;60
25;0.29069767441860467;0.21929824561403508;53;60
31;0.43661971830985913;0.2627118644067797;34;70
16;0.16161616161616163;0.10191082802547771;23;94
23;0.4423076923076923;0.22115384615384615;29;48
0;0.0;0;2;139
27;0.48214285714285715;0.25;29;56
4;0.5;0.04878048780487805;7;7
43;0.38738738738738737;0.33076923076923076;62;94
37;0.38144329896907214;0.27205882352941174;42;94
18;0.35294117647058826;0.17475728155339806;29;42
27;0.54;0.28125;35;44
20;0.6896551724137931;0.22727272727272727;22;29
4;0.046511627906976744;0.024691358024691357;5;87
18;0.2608695652173913;0.13740458015267176;19;70
4;0.1;0.034482758620689655;5;41
4;0.5;0.04819277108433735;6;8
7;0.050359712230215826;0.03317535545023697;9;139
2;1.0;0.025;3;3
16;0.2857142857142857;0.13445378151260504;18;56
2;0.023255813953488372;0.012195121951219513;3;87
29;0.3020833333333333;0.2013888888888889;33;94
0;0.0;0;1;57
38;0.37623762376237624;0.2814814814814815;47;94
6;0.06741573033707865;0.0375;10;87
6;0.6666666666666666;0.07228915662650602;7;10
2;0.2222222222222222;0.023255813953488372;4;9
2;0.125;0.022222222222222223;7;13
23;0.3333333333333333;0.18548387096774194;26;68
8;0.8888888888888888;0.09876543209876543;9;10
12;0.3333333333333333;0.11764705882352941;15;35
6;0.12;0.049586776859504134;10;48
2;0.5;0.024390243902439025;3;5
35;0.6730769230769231;0.38461538461538464;42;47
44;0.6666666666666666;0.4536082474226804;50;62
0;0.0;0;1;8
11;0.20754716981132076;0.09090909090909091;13;53
4;0.05194805194805195;0.026143790849673203;5;78
36;0.5070422535211268;0.34285714285714286;47;62
60;0.5084745762711864;0.43795620437956206;62;118
34;0.576271186440678;0.3469387755102041;42;53
29;0.5576923076923077;0.31521739130434784;41;42
33;0.3113207547169811;0.25190839694656486;56;85
25;0.31645569620253167;0.20161290322580644;36;70
2;0.1111111111111111;0.02127659574468085;5;17
46;0.4791666666666667;0.36220472440944884;50;94
7;0.050724637681159424;0.03317535545023697;8;139
33;0.4852941176470588;0.3055555555555556;41;62
13;0.13829787234042554;0.08125;15;94
16;0.1523809523809524;0.0975609756097561;22;101
23;0.46;0.23469387755102042;33;42
1;0.017241379310344827;0.0072992700729927005;2;59
2;0.15384615384615385;0.02197802197802198;3;14
14;0.2222222222222222;0.11023622047244094;17;62
3;0.05263157894736842;0.022556390977443608;5;57
17;0.7083333333333334;0.2;20;23
6;0.6666666666666666;0.07317073170731707;8;9
22;0.2222222222222222;0.1456953642384106;29;94
40;0.28776978417266186;0.2247191011235955;42;139
12;0.0851063829787234;0.05825242718446602;16;139
9;0.1323529411764706;0.06818181818181818;17;62
47;0.7121212121212122;0.5;53;62
19;0.15079365079365079;0.10674157303370786;29;118
3;0.375;0.03529411764705882;4;9
19;0.2375;0.1623931623931624;44;57
9;0.15;0.06870229007633588;10;61
29;0.3918918918918919;0.24166666666666667;35;70
3;0.05084745762711865;0.022222222222222223;5;59
3;0.021739130434782608;0.013953488372093023;4;139
4;0.03418803418803419;0.02072538860103627;5;118
4;0.06779661016949153;0.030303030303030304;8;57
5;0.5555555555555556;0.05952380952380952;6;10
9;0.225;0.08108108108108109;10;41
3;0.5;0.03614457831325301;4;7
18;0.6428571428571429;0.20689655172413793;22;26
42;0.33070866141732286;0.2709677419354839;53;118
16;0.23880597014925373;0.12213740458015267;17;68
10;0.07246376811594203;0.04807692307692308;11;139
4;0.03418803418803419;0.02072538860103627;5;118
54;0.5346534653465347;0.42857142857142855;56;101
42;0.65625;0.4375;49;59
4;0.06557377049180328;0.029197080291970802;5;62
4;0.17391304347826086;0.04081632653061224;6;23
24;0.3157894736842105;0.1951219512195122;34;68
29;0.3625;0.24786324786324787;44;67
14;0.3333333333333333;0.1320754716981132;17;41
2;0.2222222222222222;0.022988505747126436;3;10
25;0.4807692307692308;0.2403846153846154;29;50
6;0.1276595744680851;0.049586776859504134;7;48
26;0.24761904761904763;0.18840579710144928;48;85
13;0.22033898305084745;0.10317460317460317;14;60
25;0.3333333333333333;0.2336448598130841;49;53
6;0.11764705882352941;0.04878048780487805;9;50
5;0.06329113924050633;0.03289473684210526;8;78
11;0.1746031746031746;0.08461538461538462;14;62
41;0.6029411764705882;0.41414141414141414;50;61
14;0.11666666666666667;0.07650273224043716;18;118
3;0.375;0.03529411764705882;4;9
9;0.13432835820895522;0.06976744186046512;19;59
18;0.28125;0.14634146341463414;22;62
13;0.14606741573033707;0.08496732026143791;17;87
62;0.5299145299145299;0.5585585585585585;87;94
8;0.0851063829787234;0.048484848484848485;10;94
20;0.2127659574468085;0.136986301369863;29;87
4;0.17391304347826086;0.043478260869565216;12;17
3;0.03571428571428571;0.018633540372670808;4;85
28;0.4307692307692308;0.2545454545454545;36;59
18;0.72;0.21428571428571427;22;23
27;0.38028169014084506;0.226890756302521;33;67
51;0.49038461538461536;0.4434782608695652;70;87
12;0.11538461538461539;0.07453416149068323;24;94
10;0.10638297872340426;0.06134969325153374;12;94
7;0.050724637681159424;0.03317535545023697;8;139
26;0.6341463414634146;0.2765957446808511;28;41
34;0.38636363636363635;0.2764227642276423;46;78
11;0.2894736842105263;0.10576923076923077;15;36
23;0.2987012987012987;0.20353982300884957;45;57
17;0.3269230769230769;0.15178571428571427;21;50
8;0.1568627450980392;0.06666666666666667;12;49
31;0.3069306930693069;0.2080536912751678;33;101
6;0.3157894736842105;0.06593406593406594;9;18
3;0.02158273381294964;0.013953488372093023;5;139
53;0.44537815126050423;0.3680555555555556;56;118
33;0.559322033898305;0.35106382978723405;46;48
18;0.1935483870967742;0.11612903225806452;19;94
41;0.4606741573033708;0.328;45;87
32;0.45714285714285713;0.3106796116504854;48;56
21;0.5384615384615384;0.22340425531914893;26;36
4;0.043010752688172046;0.023668639053254437;5;94
40;0.4819277108433735;0.37383177570093457;57;68
13;0.09420289855072464;0.06341463414634146;14;139
29;0.4142857142857143;0.24786324786324787;34;67
16;0.23880597014925373;0.128;23;62
12;0.12903225806451613;0.07453416149068323;13;94
12;0.13636363636363635;0.07894736842105263;17;85
6;0.21428571428571427;0.0625;13;23
42;0.4117647058823529;0.30434782608695654;45;101
7;0.0875;0.04666666666666667;11;78
28;0.4375;0.25;33;61
8;0.09195402298850575;0.05755395683453238;29;68
26;0.5098039215686274;0.2524271844660194;29;50
45;0.5;0.371900826446281;50;87
4;0.08163265306122448;0.032;5;50
4;0.4444444444444444;0.047619047619047616;6;9
18;0.20689655172413793;0.15;48;59
30;0.37037037037037035;0.23622047244094488;35;78
22;0.2619047619047619;0.15492957746478872;23;85
26;0.52;0.26804123711340205;34;44
29;0.27884615384615385;0.2457627118644068;67;68
34;0.3617021276595745;0.3008849557522124;62;68
11;0.07857142857142857;0.05314009661835749;14;139
12;0.32432432432432434;0.11764705882352941;16;35
0;0.0;0;1;94
23;0.21904761904761905;0.15333333333333332;36;94
33;0.38823529411764707;0.308411214953271;59;61
56;0.38095238095238093;0.3971631205673759;87;118
6;0.08695652173913043;0.04195804195804196;7;70
24;0.27906976744186046;0.1951219512195122;44;68
2;0.125;0.021739130434782608;5;15
4;0.3076923076923077;0.045454545454545456;6;13
40;0.28368794326241137;0.2247191011235955;44;139
17;0.17;0.10429447852760736;18;101
10;0.18181818181818182;0.08196721311475409;14;53
2;0.017094017094017096;0.010256410256410256;3;118
15;0.39473684210526316;0.16129032258064516;26;29
5;0.5;0.05952380952380952;7;10
26;0.41935483870967744;0.25742574257425743;42;48
24;0.24489795918367346;0.19672131147540983;57;67
5;0.08928571428571429;0.038461538461538464;7;56
48;0.35555555555555557;0.3221476510067114;67;118
30;0.6818181818181818;0.32967032967032966;34;42
35;0.5737704918032787;0.35;42;56
9;0.19148936170212766;0.07894736842105263;14;44
4;0.23529411764705882;0.043010752688172046;5;18
28;0.4827586206896552;0.2857142857142857;41;47
47;0.47959183673469385;0.4017094017094017;62;85
21;0.5384615384615384;0.22826086956521738;28;34
17;0.2073170731707317;0.12142857142857143;23;78
21;0.30434782608695654;0.1640625;22;70
1;0.014492753623188406;0.006756756756756757;2;70
24;0.5853658536585366;0.2696629213483146;33;34
73;0.5069444444444444;0.5887096774193549;101;118
30;0.47619047619047616;0.27522935779816515;35;60
7;0.059322033898305086;0.03684210526315789;9;118
7;0.1111111111111111;0.05223880597014925;10;62
11;0.23404255319148937;0.09821428571428571;16;44
5;0.0423728813559322;0.026041666666666668;7;118
27;0.3698630136986301;0.226890756302521;35;67
10;0.37037037037037035;0.10989010989010989;17;22
1;0.014285714285714285;0.006756756756756757;3;70
4;0.043010752688172046;0.023668639053254437;5;94
17;0.3269230769230769;0.16346153846153846;29;42
20;0.29850746268656714;0.15873015873015872;22;67
3;0.03488372093023256;0.018633540372670808;6;85
15;0.42857142857142855;0.15;16;36
15;0.1875;0.11194029850746269;27;70
11;0.21568627450980393;0.09322033898305085;14;50
26;0.6046511627906976;0.2736842105263158;29;42
8;0.057971014492753624;0.0380952380952381;9;139
8;0.11594202898550725;0.05673758865248227;9;70
37;0.4625;0.3627450980392157;59;60
17;0.2833333333333333;0.14049586776859505;20;59
58;0.453125;0.5043478260869565;94;94
54;0.4426229508196721;0.3776223776223776;60;118
7;0.07526881720430108;0.04216867469879518;8;94
29;0.35802469135802467;0.2265625;34;78
1;0.01694915254237288;0.0072992700729927005;3;59
5;0.7142857142857143;0.06097560975609756;6;8
3;0.03;0.01694915254237288;4;101
14;0.21875;0.11023622047244094;18;62
34;0.576271186440678;0.3269230769230769;36;59
20;0.3333333333333333;0.17391304347826086;26;56
4;0.046511627906976744;0.024691358024691357;5;87
20;0.3333333333333333;0.17391304347826086;26;56
13;0.25;0.11206896551724138;17;50
26;0.4;0.2549019607843137;44;49
3;0.6;0.036585365853658534;4;6
16;0.1322314049586777;0.08839779005524862;21;118
66;0.5196850393700787;0.5789473684210527;94;101
33;0.5892857142857143;0.358695652173913;45;46
0;0.0;0;1;118
13;0.1262135922330097;0.07784431137724551;17;101
19;0.3877551020408163;0.17272727272727273;20;50
1;1.0;0.0125;2;2
4;0.0547945205479452;0.027586206896551724;9;70
0;0.0;0;1;118
18;0.2535211267605634;0.14634146341463414;29;62
4;0.08695652173913043;0.03278688524590164;5;47
8;0.12903225806451613;0.06015037593984962;10;62
18;0.43902439024390244;0.17475728155339806;19;42
6;0.10714285714285714;0.046153846153846156;7;57
13;0.09219858156028368;0.06341463414634146;17;139
27;0.43548387096774194;0.23684210526315788;29;62
31;0.49206349206349204;0.3163265306122449;46;50
6;0.5;0.07228915662650602;10;10
17;0.17;0.10429447852760736;18;101
25;0.423728813559322;0.25510204081632654;42;44
5;0.08064516129032258;0.03676470588235294;7;62
37;0.3854166666666667;0.27205882352941174;41;94
8;0.0851063829787234;0.048484848484848485;10;94
2;0.15384615384615385;0.02197802197802198;3;14
14;0.5833333333333334;0.1590909090909091;17;23
31;0.3229166666666667;0.2672413793103448;61;68
36;0.4931506849315068;0.3185840707964602;41;70
26;0.37142857142857144;0.22608695652173913;36;62
28;0.28;0.19310344827586207;36;94
0;0.0;0;1;8
9;0.06521739130434782;0.0430622009569378;10;139
25;0.35714285714285715;0.21551724137931033;35;62
22;0.34375;0.18803418803418803;28;60
17;0.3269230769230769;0.16037735849056603;27;44
21;0.3;0.168;26;67
18;0.6206896551724138;0.20689655172413793;23;26
1;0.008547008547008548;0.00510204081632653;2;118
31;0.6458333333333334;0.3263157894736842;34;47
43;0.5512820512820513;0.4056603773584906;53;70
39;0.527027027027027;0.3644859813084112;48;67
5;0.07575757575757576;0.03546099290780142;6;67
0;0.0;0;2;29
1;1.0;0.0125;2;2
26;0.5098039215686274;0.26262626262626265;33;46
1;0.043478260869565216;0.009900990099009901;3;23
1;0.1111111111111111;0.011764705882352941;5;7
27;0.4909090909090909;0.2647058823529412;34;50
38;0.5757575757575758;0.37254901960784315;45;61
4;0.36363636363636365;0.047619047619047616;8;9
27;0.43548387096774194;0.25;35;56
25;0.211864406779661;0.14534883720930233;27;118
6;0.06976744186046512;0.0375;7;87
36;0.5714285714285714;0.36363636363636365;45;56
3;0.0379746835443038;0.01948051948051948;6;78
30;0.5084745762711864;0.30303030303030304;41;50
18;0.3829787234042553;0.17647058823529413;26;41
1;0.3333333333333333;0.012345679012345678;3;3
36;0.5454545454545454;0.34285714285714286;42;62
20;0.23255813953488372;0.1388888888888889;23;85
2;0.5;0.024390243902439025;3;5
18;0.6923076923076923;0.21428571428571427;23;23
28;0.49122807017543857;0.2692307692307692;34;53
7;0.04827586206896552;0.03317535545023697;15;139
12;0.2033898305084746;0.10344827586206896;24;49
19;0.20212765957446807;0.15966386554621848;56;59
19;0.19;0.1557377049180328;59;62
1;0.011627906976744186;0.006060606060606061;2;87
36;0.36;0.26277372262773724;44;94
11;0.1746031746031746;0.08661417322834646;17;59
14;0.7;0.16470588235294117;16;20
32;0.64;0.3595505617977528;42;42
0;0.0;0;1;94
14;0.10071942446043165;0.06862745098039216;16;139
3;0.3333333333333333;0.03488372093023256;4;10
3;0.03;0.01694915254237288;4;101
6;0.14634146341463414;0.05263157894736842;8;41
49;0.4049586776859504;0.3951612903225806;78;94
11;0.09166666666666666;0.05913978494623656;15;118
1;0.25;0.012195121951219513;3;4
32;0.25;0.22695035460992907;68;94
12;0.12631578947368421;0.07894736842105263;24;85
14;0.5833333333333334;0.1590909090909091;17;23
10;0.5;0.11627906976744186;15;17
18;0.2222222222222222;0.12949640287769784;23;78
27;0.3;0.23684210526315788;57;62
21;0.35;0.1826086956521739;26;57
33;0.5076923076923077;0.34375;50;50
16;0.38095238095238093;0.16666666666666666;27;33
7;0.3888888888888889;0.07692307692307693;8;19
2;0.2222222222222222;0.022988505747126436;3;10
26;0.18840579710144928;0.13541666666666666;27;139
41;0.4880952380952381;0.35344827586206895;49;78
2;0.021505376344086023;0.011695906432748537;3;94
11;0.10784313725490197;0.0650887573964497;14;101
3;0.021739130434782608;0.013953488372093023;4;139
16;0.16666666666666666;0.10191082802547771;20;94
30;0.5769230769230769;0.30303030303030304;34;50
11;0.16417910447761194;0.08148148148148149;13;67
46;0.3484848484848485;0.304635761589404;62;118
1;0.03571428571428571;0.009345794392523364;2;29
5;0.036231884057971016;0.023474178403755867;6;139
26;0.52;0.2653061224489796;33;45
1;0.010752688172043012;0.005813953488372093;2;94
38;0.4318181818181818;0.31932773109243695;50;78
29;0.3118279569892473;0.2457627118644068;56;68
3;0.03225806451612903;0.01764705882352941;4;94
36;0.5294117647058824;0.36363636363636365;50;56
14;0.21875;0.11023622047244094;18;62
12;0.13636363636363635;0.07792207792207792;15;87
4;0.0784313725490196;0.032;7;50
3;0.021739130434782608;0.013953488372093023;4;139
24;0.34285714285714286;0.20512820512820512;34;62
34;0.40963855421686746;0.2956521739130435;49;70
4;0.3076923076923077;0.0449438202247191;5;14
16;0.11267605633802817;0.07920792079207921;21;139
17;0.3469387755102041;0.15178571428571427;18;50
1;0.03571428571428571;0.009345794392523364;2;29
11;0.11224489795918367;0.06790123456790123;17;94
11;0.18333333333333332;0.0859375;13;60
3;0.033707865168539325;0.018633540372670808;9;85
31;0.2719298245614035;0.22962962962962963;60;87
37;0.36633663366336633;0.30833333333333335;62;78
13;0.14942528735632185;0.10236220472440945;41;61
3;0.3;0.03529411764705882;6;9
37;0.6271186440677966;0.3894736842105263;45;53
26;0.45614035087719296;0.23853211009174313;29;56
3;0.03225806451612903;0.01764705882352941;4;94
8;0.18181818181818182;0.06956521739130435;10;44
36;0.5142857142857142;0.34615384615384615;47;61
6;0.06976744186046512;0.0379746835443038;9;85
4;0.08163265306122448;0.032;5;50
28;0.2616822429906542;0.18421052631578946;36;101
4;0.3333333333333333;0.047619047619047616;9;9
17;0.19767441860465115;0.11409395973154363;18;87
1;0.2;0.012048192771084338;3;5
9;0.07692307692307693;0.047872340425531915;10;118
26;0.3023255813953488;0.21487603305785125;46;68
6;0.35294117647058826;0.06818181818181818;10;15
2;0.08695652173913043;0.019801980198019802;3;24
29;0.27884615384615385;0.19205298013245034;34;101
18;0.33962264150943394;0.15789473684210525;20;53
10;0.35714285714285715;0.10416666666666667;13;27
2;0.014492753623188406;0.009259259259259259;3;139
1;0.03571428571428571;0.009345794392523364;2;29
14;0.14583333333333334;0.0880503144654088;18;94
25;0.3125;0.22123893805309736;48;59
42;0.46153846153846156;0.3387096774193548;48;87
18;0.27692307692307694;0.14634146341463414;23;62
3;0.0625;0.025;9;44
39;0.5735294117647058;0.3644859813084112;42;67
1;0.01639344262295082;0.007142857142857143;2;62
26;0.18705035971223022;0.13541666666666666;28;139
40;0.6557377049180327;0.42105263157894735;47;56
14;0.16666666666666666;0.09333333333333334;15;85
20;0.39215686274509803;0.1941747572815534;29;44
18;0.1935483870967742;0.11612903225806452;19;94
5;0.08333333333333333;0.03731343283582089;7;60
55;0.5670103092783505;0.4954954954954955;67;87
3;0.03;0.01694915254237288;4;101
22;0.3283582089552239;0.176;23;68
5;0.2;0.053763440860215055;13;19
1;0.007246376811594203;0.004608294930875576;2;139
7;0.1044776119402985;0.050359712230215826;9;67
5;0.625;0.06097560975609756;7;8
20;0.3448275862068966;0.1724137931034483;23;57
7;0.050724637681159424;0.03317535545023697;8;139
15;0.1282051282051282;0.08241758241758242;16;118
18;0.375;0.17475728155339806;26;42
16;0.2807017543859649;0.14285714285714285;26;49
2;0.03508771929824561;0.014925373134328358;4;57
2;1.0;0.025;3;3
67;0.4785714285714286;0.44370860927152317;70;139
2;0.05;0.01694915254237288;3;41
25;0.211864406779661;0.14534883720930233;27;118
29;0.3918918918918919;0.27358490566037735;49;56
43;0.4574468085106383;0.33076923076923076;45;94
4;0.0625;0.029411764705882353;9;61
1;0.011627906976744186;0.006060606060606061;2;87
9;0.13043478260869565;0.06818181818181818;18;62
28;0.6829268292682927;0.3010752688172043;29;42
25;0.20833333333333334;0.14534883720930233;29;118
8;0.1568627450980392;0.06611570247933884;11;50
1;0.0625;0.01098901098901099;6;13
25;0.390625;0.21551724137931033;29;62
7;0.1;0.04929577464788732;9;70
7;0.12280701754385964;0.0546875;10;56
13;0.22033898305084745;0.11504424778761062;27;47
18;0.36;0.18556701030927836;34;36
53;0.7162162162162162;0.5698924731182796;62;67
42;0.5;0.4;60;68
31;0.5344827586206896;0.3163265306122449;41;50
3;0.061224489795918366;0.023809523809523808;4;50
4;0.23529411764705882;0.043478260869565216;6;17
30;0.3125;0.2097902097902098;34;94
0;0.0;0;1;14
16;0.37209302325581395;0.16326530612244897;26;35
2;0.03571428571428571;0.014925373134328358;3;57
19;0.40425531914893614;0.17757009345794392;21;47
42;0.5121951219512195;0.3925233644859813;56;70
34;0.3617021276595745;0.2956521739130435;60;70
68;0.4788732394366197;0.5271317829457365;94;118
8;0.08602150537634409;0.048484848484848485;9;94
18;0.1267605633802817;0.09;23;139
17;0.8095238095238095;0.20238095238095238;18;22
5;0.08771929824561403;0.038461538461538464;8;56
0;0.0;0;1;8
5;0.45454545454545453;0.060240963855421686;9;9
3;0.05172413793103448;0.022222222222222223;4;59
12;0.08450704225352113;0.05825242718446602;17;139
